ECG,EMG,HR,RESP,footGSR,handGSR,stress,NNRR,AVNN,SDNN,RMSSD,pNN50,TP,ULF,VLF,LF,HF,LF_HF
0.053680851,0.809787234,92.19148936,28.10365957,9.856404255,16.2088,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00664605,0.00664605,0,0,0,
0.09797619,-0.0042,92.19047619,28.14266667,21.07102381,16.55502381,0.880952381,0.97619,0.734976,0.0316073,0.0143108,0.05,0.00492722,0.00492722,0,0,0,
0.235219512,-0.0042,92.187,11.8222439,3.436170732,21.5536,0.87804878,0.97561,0.761125,0.0466917,0.0293262,0.128205,0.0264529,0.0214333,0.00501953,0,0,
0.082489362,0.196382979,92.17021277,34.62587234,2.96512766,14.97776596,0,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
-0.003863636,-0.004227273,92.11363636,11.0765,3.695318182,21.39022727,0.454545455,0.977273,0.71,,0,0,,0,,,,
0.077042553,0.857829787,92.10638298,35.61570213,10.71191489,15.2316,0.893617021,0.978723,0.659022,0.0405958,0.0192302,0.0222222,0.0262462,0.0262462,0,0,0,
0.081553191,2.100425532,92.10638298,26.4713617,8.000531915,21.02921277,0.723404255,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00653266,0.00653266,0,0,0,
0.073638298,0.781468085,92.10638298,41.39902128,10.488,21.726,0.404255319,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.027829787,-0.005893617,92.08510638,11.77093617,3.151468085,23.32782979,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.120645833,0.195139535,92.06177083,35.620375,5.461104167,20.95469767,0.4375,0.979167,0.638298,0.0556647,0.0299801,0.0434783,0.0400913,0.0400913,0,0,0,
0.181710526,0.250894737,92.05263158,45.67552632,7.212210526,8.787447368,1,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106028,0.106028,0,0,0,
0.072276596,0.756659574,92.04255319,28.07080851,9.900319149,16.858,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00668722,0.00668722,0,0,0,
0.068404255,1.840297872,92.0212766,32.63144681,11.34212766,12.2693617,1,0.978723,0.660543,0.0280323,0.0137032,0.0444444,0.00584398,0.00584398,0,0,0,
0.091085106,0.18193617,92.0212766,33.45165957,5.592212766,19.90274468,0.553191489,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00664019,0.00664019,0,0,0,
0.43197619,-0.0112,92,-11.36985714,2.132833333,6.128904762,0.880952381,0.97619,0.740317,0.0388075,0.0210149,0.025,0.0190815,0.0190815,0,0,0,
0.459405405,-0.0104,92,-7.492378378,1.208216216,3.844351351,0.135135135,0.972973,0.895639,0.102234,0.0548812,0.0285714,0.133595,0.133595,0,0,0,
0.044978261,-0.0068,91.97826087,28.95917391,19.21047826,12.17867391,1,0.978261,0.671,0.0322032,0.013858,0.0454545,0.00464654,0.00464654,0,0,0,
0.520027778,0.491833333,91.91666667,40.82644444,5.674527778,17.99038889,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.167376,0.167376,0,0,0,
0.088382979,0.18493617,91.91489362,32.6473617,4.524404255,19.7003617,0.106382979,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
-0.030808511,-0.004680851,91.89361702,11.90502128,2.898638298,18.73595745,0.255319149,0.978723,0.654891,0.0236053,0.00968963,0.0222222,0.000575757,0,0.000235035,0.000286479,5.42E-05,5.28139
0.519972222,0.174805556,91.88888889,42.73866667,6.031222222,16.72811111,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.167157,0.167157,0,0,0,
0.5215,0.225527778,91.88888889,43.09711111,4.770972222,17.79375,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.166878,0.166878,0,0,0,
0.109410256,-0.0088,91.87179487,28.12841026,15.14515385,10.54453846,0,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0596859,0.0596859,0,0,0,
0.105638298,1.02502381,91.82902128,30.59902128,6.507893617,18.80435714,0.106382979,0.978723,0.659022,0.0405958,0.0192302,0.0222222,0.0263768,0.0263768,0,0,0,
0.545921053,0.243315789,91.81578947,39.05273684,4.100342105,17.75718421,0.789473684,0.973684,0.868135,0.0894185,0.043,0.0277778,0.10729,0.10729,0,0,0,
0.088,0.275,91.81081081,44.34886486,5.887891892,7.558189189,0.918918919,0.972973,0.892444,0.105283,0.0462953,0.0857143,0.130668,0.130668,0,0,0,
0.063893617,0.738170213,91.80851064,28.1427234,9.764382979,17.5366,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00671198,0.00671198,0,0,0,
0.524666667,0.222,91.80555556,43.51911111,8.026083333,17.77538889,1,0.972222,0.934743,0.106553,0.0482365,0.117647,0.139013,0.139013,0,0,0,
0.4445,0.23625,91.80555556,44.89316667,7.346861111,18.33183333,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.166796,0.166796,0,0,0,
0.597472222,0.505583333,91.80555556,40.77205556,5.403277778,17.21038889,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.166297,0.166297,0,0,0,
0.627028571,0.236485714,91.8,42.56508571,5.606857143,16.13585714,1,0.971429,0.944971,0.129902,0.0700772,0.121212,0.197278,0.197278,0,0,0,
0.07694,0.85986,91.8,41.91304,21.30918,-10.91072,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00648661,0.00648661,0,0,0,
0.06566,0.79852,91.8,39.70752,13.9467,26.93114,1,0.98,0.594163,0.0394532,0.0186195,0.0208333,0.0263242,0.0263242,0,0,0,
0.02456,0.58772,91.8,30.30844,11.62414,24.8458,0.9,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00621521,0.00621521,0,0,0,
0.491219512,-0.0046,91.8,-10.98190244,1.470756098,4.445585366,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0259893,0.0259893,0,0,0,
0.488461538,-0.001,91.8,-7.704358974,1.301897436,4.386410256,0.102564103,0.974359,0.826237,0.0471154,0.026986,0.027027,0.0279971,0.0279971,0,0,0,
0.065553191,0.835808511,91.8,27.64817021,9.906234043,28.56619149,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00670139,0.00670139,0,0,0,
0.057431818,-0.0062,91.79545455,29.42918182,18.38368182,12.30006818,1,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00709055,0.00709055,0,0,0,
0.509,0.229552632,91.76315789,38.61584211,0.994157895,9.893763158,0,0.973684,0.868135,0.0894185,0.043,0.0277778,0.105342,0.105342,0,0,0,
0.083170213,0.758893617,91.74468085,29.07587234,9.943234043,18.006,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00662859,0.00662859,0,0,0,
0.452868421,0.249368421,91.71052632,40.622,3.887368421,16.16586842,0.289473684,0.973684,0.861216,0.107587,0.0443032,0.0555556,0.152229,0.152229,0,0,0,
0.493888889,0.249333333,91.63888889,40.95894444,1.099416667,17.09197222,0.138888889,0.972222,0.931143,0.0915992,0.0442466,0.0294118,0.106865,0.106865,0,0,0,
0.157026316,0.238736842,91.63157895,42.73810526,6.035578947,10.88934211,1,0.973684,0.868135,0.0894185,0.043,0.0277778,0.107137,0.107137,0,0,0,
0.1726,0.75228,91.6,35.86636,12.97098,27.6666,1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00641713,0.00641713,0,0,0,
0.4739,-0.0082,91.6,-11.259375,1.871,7.42865,0.875,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.0409481,0.0409481,0,0,0,
0.446175,-0.0042,91.6,-11.862775,1.581075,5.27575,0.8,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.0406645,0.0406645,0,0,0,
0.116731707,0.819512195,91.6,43.29063415,7.294682927,17.52463415,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262649,0.0262649,0,0,0,
0.079446809,1.055531915,91.6,32.55029787,9.679510638,2.476829787,0.106382979,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.108808511,0.174361702,91.5106383,33.62897872,5.40987234,19.47838298,0.127659574,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00668226,0.00668226,0,0,0,
0.084765957,-0.006765957,91.4893617,11.95468085,3.670957447,20.47578723,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.402697674,0.807526316,91.48648837,33.76176744,6.560813953,12.10676316,0.255813953,0.976744,0.742119,0.045514,0.0300897,0.146341,0.0229606,0.0229606,0,0,0,
0.083375,0.78945,91.475,44.80055,4.5408,7.03075,0.125,0.975,0.77241,0.0892415,0.0562712,0.0526316,0.0854492,0.0854492,0,0,0,
0.047531915,1.447191489,91.46808511,28.00297872,9.307914894,19.41078723,1,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.553514286,0.274628571,91.45714286,41.79462857,5.797571429,17.41377143,1,0.971429,0.973206,0.138762,0.0573202,0.0606061,0.236015,0.236015,0,0,0,
0.111666667,-0.0018,91.41025641,31.98497436,18.88235897,12.01705128,1,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0267728,0.0267728,0,0,0,
-0.043021277,-0.006680851,91.40425532,11.35438298,3.549978723,20.45961702,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.027787234,-0.004957447,91.40425532,10.744,2.147361702,12.20234043,0,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.429585366,-0.004,91.4,-10.83829268,1.931439024,6.048780488,1,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0257247,0.0257247,0,0,0,
0.0845,1.22646,91.4,40.8272,11.26778,2.14034,1,0.98,0.581,7.84E-09,0,0,,,0,0,0,
0.399365854,-0.0082,91.4,-11.73612195,1.915243902,6.034634146,0.87804878,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0260159,0.0260159,0,0,0,
0.238756098,-0.0058,91.4,-7.458463415,1.202634146,3.820073171,0.12195122,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00643208,0.00643208,0,0,0,
0.491804878,-0.0098,91.4,-10.98212195,1.336,4.676658537,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0260102,0.0260102,0,0,0,
0.462375,-0.0034,91.4,-7.361775,1.0713,2.414325,0,0.975,0.791231,0.0327048,0.0116076,0.0263158,0.0138879,0.0138879,0,0,0,
0.099022727,0.836909091,91.4,44.85940909,7.349386364,16.0075,0,0.977273,0.71,,0,0,,,0,0,0,
0.109590909,0.755272727,91.4,43.51877273,6.772636364,14.59256818,0,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00667518,0.00667518,0,0,0,
0.107214286,0.82347619,91.4,44.116,6.833547619,16.15030952,0,0.97619,0.731732,0.0446055,0.0268928,0.1,0.0176005,0.0176005,0,0,0,
-0.030317073,-0.0066,91.3902439,29.42,20.26804878,13.30141463,1,0.97561,0.753075,0.0571805,0.0325596,0.0512821,0.0432222,0.0432222,0,0,0,
0.100191489,0.198957447,91.36170213,34.72604255,2.859106383,14.35629787,0.106382979,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00664052,0.00664052,0,0,0,
0.139234043,0.789212766,91.31914894,31.69953191,4.163148936,6.551489362,0.106382979,0.978723,0.649239,0.0162264,0.00968963,0.0222222,0.000468999,0.000468999,0,0,0,
0.165155556,0.9862,91.31024444,37.68635556,7.673355556,12.9299,0.888888889,0.977778,0.703977,0.0572142,0.024156,0.0697674,0.0374272,0.0374272,0,0,0,
0.003468085,-0.005787234,91.29787234,11.89519149,2.473297872,19.09419149,0,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.169323529,0.856411765,91.26470588,40.68082353,2.414294118,6.029794118,0,0.970588,1.02852,0.164578,0.0799031,0.03125,0.328645,0.328645,0,0,0,
0.476189189,0.210081081,91.21621622,40.49108108,1.526297297,17.77778378,0.135135135,0.972973,0.887028,0.102833,0.0462953,0.0857143,0.129845,0.129845,0,0,0,
0.384380952,-0.0026,91.2,-11.25142857,2.197761905,7.059190476,1,0.97619,0.727122,0.0240075,0.012523,0.025,0.00449102,0.00449102,0,0,0,
0.116560976,0.823097561,91.2,43.54043902,7.253,17.16921951,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0266089,0.0266089,0,0,0,
0.4489,-0.0006,91.2,-7.7981,0.998875,2.22395,0,0.975,0.784538,0.0544508,0.0271298,0.0263158,0.0400436,0.0400436,0,0,0,
0.537916667,0.366694444,91.16666667,40.31944444,5.484472222,16.91975,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.166971,0.166971,0,0,0,
0.49125,0.252777778,91.16666667,40.71466667,2.684027778,20.06886111,0.083333333,0.972222,0.921857,0.114677,0.055394,0.0294118,0.16698,0.16698,0,0,0,
0.044489362,1.775404255,91.10638298,29.47140426,8.636255319,18.61225532,0.659574468,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00651743,0.00651743,0,0,0,
0.160444444,0.254583333,91.08333333,46.46383333,5.296305556,8.796388889,0.861111111,0.972222,0.921857,0.114677,0.055394,0.0294118,0.16755,0.16755,0,0,0,
0.571111111,0.226555556,91.05555556,43.25716667,2.712694444,16.94483333,0.055555556,0.972222,0.921857,0.114677,0.055394,0.0294118,0.167453,0.167453,0,0,0,
0.162268293,0.75595122,91.04878049,31.65336585,5.712268293,7.957829268,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0264456,0.0264456,0,0,0,
0.003702128,-0.007425532,91.04255319,11.33217021,3.572574468,20.54882979,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.112153846,2.705512821,91.02564103,36.14492308,5.535512821,9.542974359,0.564102564,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0581668,0.0581668,0,0,0,
0.419634146,-0.0038,91,-12.01363415,1.953780488,6.453634146,0.87804878,0.97561,0.779475,0.0530249,0.0212826,0.025641,0.037956,0.037956,0,0,0,
0.048365854,0.278146341,91,29.27580488,12.5475122,9.881341463,0.87804878,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0262213,0.0262213,0,0,0,
0.474725,-0.005,91,-11.613525,1.536175,5.564275,0.125,0.975,0.785359,0.0545288,0.0261176,0.0263158,0.0409049,0.0409049,0,0,0,
0.08754,1.18366,91,37.0606,10.35648,2.39484,0.12,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00639757,0.00639757,0,0,0,
0.032468085,-0.004914894,90.9787234,11.90229787,4.043085106,23.46431915,1,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.077468085,0.197446809,90.9787234,34.61885106,2.659808511,13.99153191,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00667311,0.00667311,0,0,0,
-0.056772727,-0.004636364,90.95454545,11.50722727,3.394590909,20.59261364,0.931818182,0.977273,0.703953,0.0191037,0.0100297,0.0238095,0.00032235,0,8.89E-05,0.000154913,7.85E-05,1.97353
0.110234043,0.603042553,90.93617021,31.06791489,6.164978723,16.0812766,0.106382979,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.195666667,0.437589744,90.8974359,33.60917949,1.452153846,5.799974359,0.128205128,0.974359,0.822026,0.0441915,0.0212075,0.027027,0.0265832,0.0265832,0,0,0,
0.125102564,,90.87089744,28.29276923,15.00771795,11.59058824,0.128205128,0.974359,0.850658,0.04195,0.0149964,0.0540541,0.0169428,0.0169428,0,0,0,
0.545078947,0.249052632,90.84210526,38.59489474,3.567026316,16.15302632,0.131578947,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106484,0.106484,0,0,0,
0.009219512,-0.0046,90.82926829,28.05268293,19.8567561,14.19490244,1,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00647365,0.00647365,0,0,0,
0.434619048,0.0078,90.8,-11.22952381,1.643571429,5.877595238,0.166666667,0.97619,0.749024,0.0208764,0.00715542,0,0.00437601,0.00437601,0,0,0,
0.43395,-0.0058,90.8,-11.325,1.5621,5.291375,0.125,0.975,0.788744,0.0567421,0.031923,0.0263158,0.0425112,0.0425112,0,0,0,
0.434142857,-0.0058,90.8,-7.366285714,1.1465,3.254666667,0,0.97619,0.751366,0.0217552,0.0113137,0.025,0.00454835,0.00454835,0,0,0,
0.092068182,0.831318182,90.8,44.215,7.753318182,15.73534091,0,0.977273,0.71,,0,0,,,0,0,0,
0.076809524,0.385833333,90.78571429,32.23547619,12.15985714,10.5987619,0.928571429,0.97619,0.74578,0.0456407,0.0203181,0.1,0.0219758,0.0219758,0,0,0,
0.07618,0.25158,90.76,32.28508,5.35764,20.15958,0.1,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00644101,0.00644101,0,0,0,
0.372722222,0.224166667,90.75,40.18138889,6.494694444,16.273,1,0.972222,0.931143,0.0915992,0.0442466,0.0294118,0.10694,0.10694,0,0,0,
0.104042553,0.290170213,90.68085106,29.33114894,7.347255319,15.84906383,0.29787234,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00663912,0.00663912,0,0,0,
0.09887234,1.559106383,90.65957447,29.89038298,6.758744681,19.21097872,0,0.978723,0.657717,0.0260706,0.0137032,0.0444444,0.00594992,0.00594992,0,0,0,
-0.044704545,-0.003340909,90.65909091,11.77422727,3.176886364,23.17540909,1,0.977273,0.71,,0,0,,0,,,,
0.159261905,0.683928571,90.64285714,32.08071429,4.408452381,6.261333333,0,0.97619,0.74578,0.0456407,0.0144231,0.05,0.0238125,0.0238125,0,0,0,
0.109615385,1.188641026,90.64102564,26.3974359,5.762564103,9.631666667,1,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0595896,0.0595896,0,0,0,
0.232769231,-0.0088,90.63487179,11.80615385,3.830230769,19.2086,0.871794872,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0565171,0.0479658,0.00855132,0,0,
-0.699585366,2.700634146,90.63414634,20.44526829,10.40204878,14.20619512,1,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0278171,0.0278171,0,0,0,
0.338684211,0.218973684,90.60526316,40.96047368,2.795605263,16.12184211,0.131578947,0.973684,0.864676,0.0892357,0.0340474,0.0555556,0.105534,0.105534,0,0,0,
0.069212766,0.791170213,90.59574468,43.13944681,11.21748936,23.3488,0.808510638,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.573277778,0.456111111,90.58333333,40.53105556,5.664638889,18.22966667,1,0.972222,0.921857,0.114677,0.055394,0.0294118,0.16632,0.16632,0,0,0,
0.202763158,0.070842105,90.57894737,37.40089474,4.428263158,5.795263158,0.131578947,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106404,0.106404,0,0,0,
0.024234043,-0.004468085,90.55319149,11.86387234,2.976170213,21.83706383,0.489361702,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.137680851,1.017191489,90.55319149,31.27191489,4.830723404,7.19093617,0.085106383,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
-0.020851064,-0.003787234,90.55319149,12.03425532,2.707765957,19.454,0,0.978723,0.657717,0.0260706,0.00968963,0.0222222,0.000699083,0,0.000349741,0.000299241,5.01E-05,5.97274
0.087106383,0.192170213,90.55319149,34.88940426,2.948787234,13.5033617,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00668883,0.00668883,0,0,0,
-0.007272727,-0.004136364,90.54545455,12.19109091,3.734590909,21.08815909,1,0.977273,0.71,,0,0,,0,,,,
0.510083333,0.267333333,90.52777778,41.59805556,1.282305556,17.02583333,0.138888889,0.972222,0.927429,0.101567,0.0469712,0.0882353,0.129716,0.129716,0,0,0,
0.109,1.478311111,90.51111111,28.68186667,7.649133333,16.21855556,0.533333333,0.977778,0.670114,0.0320154,0.0140183,0.0465116,0.00635233,0.00635233,0,0,0,
0.111319149,0.295361702,90.5106383,29.19557447,7.99,16.34742553,0.936170213,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
-0.007957447,-0.003808511,90.5106383,11.6632766,2.664170213,23.08734043,0.042553191,0.978723,0.645,2.24E-08,0,0,,0,,,,
0.063085106,0.197297872,90.5106383,35.19217021,3.913595745,15.84757447,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00660279,0.00660279,0,0,0,
0.074292683,-0.0056,90.48780488,30.04536585,18.46617073,11.63956098,1,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0259784,0.0259784,0,0,0,
0.551628571,0.206,90.45714286,41.03857143,8.619085714,16.25925714,1,0.971429,0.975088,0.139123,0.0673681,0.030303,0.24172,0.24172,0,0,0,
0.16425,,90.4435,29.47483333,15.34925,11.76654839,0,0.972222,0.931,0.0477555,0.0247731,0.0588235,0.0209726,0.0209726,0,0,0,
-0.047181818,-0.003227273,90.43181818,11.77172727,2.960454545,21.82559091,0.522727273,0.977273,0.71,,0,0,,0,,,,
0.088439024,5.646585366,90.41463415,21.83517073,9.113780488,12.21090244,1,0.97561,0.749875,0.0454054,0.023059,0.0512821,0.0234664,0.0234664,0,0,0,
0.107957447,1.547452381,90.40355319,28.26353191,6.561361702,19.08969048,0,0.978723,0.666087,0.0610511,0.0289198,0.0222222,0.0592487,0.0592487,0,0,0,
0.590428571,0.229428571,90.4,44.67702857,8.510228571,8.213371429,0.857142857,0.971429,0.988471,0.118379,0.0582924,0.0909091,0.169795,0.169795,0,0,0,
0.04114,0.53726,90.4,38.319,10.82938,26.33116,0.52,0.98,0.587531,0.0195737,0.0092376,0.0208333,0.00646167,0.00646167,0,0,0,
0.470146341,-0.0104,90.4,-10.842,1.450073171,4.517,0.12195122,0.97561,0.775475,0.0520468,0.0224825,0.025641,0.0355993,0.0355993,0,0,0,
0.083886364,0.827704545,90.4,43.87581818,7.160386364,15.00097727,0,0.977273,0.71,,0,0,,,0,0,0,
0.630111111,0.214361111,90.38888889,44.88177778,7.683388889,14.70433333,0.861111111,0.972222,0.921857,0.114677,0.055394,0.0294118,0.167016,0.167016,0,0,0,
0.172818182,0.664615385,90.38556818,37.78313636,8.197704545,12.59289744,0.886363636,0.977273,0.725,0.0418415,0.0199051,0.0238095,0.0266192,0.0266192,0,0,0,
0.474973684,0.382947368,90.36842105,39.05257895,2.396368421,13.79476316,0,0.973684,0.868135,0.0894185,0.043,0.0277778,0.105805,0.105805,0,0,0,
0.213146341,2.913463415,90.34146341,30.43019512,10.20790244,11.19041463,0.87804878,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0263743,0.0263743,0,0,0,
0.083666667,0.676404762,90.33333333,31.70485714,11.67616667,10.01185714,0.928571429,0.97619,0.733293,0.0449445,0.0203181,0.1,0.0157207,0.0157207,0,0,0,
0.106068182,0.89125,90.31818182,29.87395455,6.719659091,18.73979545,0,0.977273,0.696395,0.0267556,0.0100297,0.0238095,0.00334111,0.00334111,0,0,0,
0.107897436,1.053230769,90.30769231,35.53635897,5.969641026,9.987615385,1,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0603455,0.0603455,0,0,0,
0.483388889,0.26225,90.30555556,40.44477778,2.594416667,17.30547222,0.138888889,0.972222,0.921857,0.114677,0.055394,0.0294118,0.168031,0.168031,0,0,0,
-0.0795,-0.002152174,90.30434783,11.83569565,3.399782609,24.13604348,1,0.978261,0.666667,0.0309875,0.00979912,0.0227273,0.00101374,0,0.000736486,0.000211427,6.58E-05,3.21198
0.075863636,0.824181818,90.29545455,44.09672727,7.281227273,5.2588,0,0.977273,0.71,,0,0,,,0,0,0,
0.097375,6.572975,90.275,42.96315,2.363,4.671475,0.125,0.975,0.789128,0.0637748,0.023433,0.0526316,0.0499748,0.0499748,0,0,0,
0.136837209,0.077488372,90.25581395,37.76018605,7.841674419,6.084116279,0,0.976744,0.714452,0.0359744,0.0224896,0.0487805,0.0116138,0.0116138,0,0,0,
0.029851064,1.052,90.25531915,32.59761702,9.833702128,22.8422,0.106382979,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.3087,1.25595,90.225,35.8356,6.5735,11.59545,1,0.975,0.788462,0.030482,0.0145999,0.0263158,0.0131749,0.0131749,0,0,0,
0.015568182,-0.005886364,90.20454545,11.87359091,3.456204545,23.79322727,1,0.977273,0.702442,0.0210829,0.0141842,0.047619,0.00033704,0,0.000120764,0.000191648,2.46E-05,7.78136
0.394119048,-0.0086,90.2,-10.48428571,1.818071429,6.286190476,1,0.97619,0.724707,0.0548672,0.0309326,0.025,0.041406,0.041406,0,0,0,
0.286634146,-0.0052,90.2,-7.322463415,1.191658537,3.361365854,0,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00619843,0.00619843,0,0,0,
0.107391304,1.103173913,90.19565217,29.95656522,7.251869565,20.0715,0.47826087,0.978261,0.669556,0.0318702,0.0169726,0.0681818,0.00509043,0.00509043,0,0,0,
0.589285714,0.202942857,90.14285714,46.53885714,11.07471429,20.31942857,1,0.971429,0.975088,0.139123,0.0673681,0.030303,0.239314,0.239314,0,0,0,
0.064851064,0.194553191,90.10638298,35.17748936,3.788382979,15.70870213,0,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00669686,0.00669686,0,0,0,
0.096634146,0.825,90.09756098,43.45082927,7.231219512,21.967,0.12195122,0.97561,0.757875,0.0432062,0.0206565,0.025641,0.0265614,0.0265614,0,0,0,
0.055772727,-0.0076,90.09090909,27.83240909,17.15925,12.7055,1,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00667688,0.00667688,0,0,0,
0.119340909,3.534954545,90.09090909,31.62936364,13.52181818,14.38943182,1,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00665513,0.00665513,0,0,0,
0.392315789,0.305157895,90.07894737,41.20468421,5.024394737,16.71702632,1,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106085,0.106085,0,0,0,
0.091477273,0.277,90.04545455,33.83759091,8.088159091,18.72393182,1,0.977273,0.71,,0,0,,,0,0,0,
0.047478261,2.168717391,90.04347826,31.21021739,7.41876087,19.73817391,0.434782609,0.978261,0.658,0.0262938,0.00979912,0.0227273,0.00646522,0.00646522,0,0,0,
0.100893617,0.180425532,90.04255319,34.76748936,2.970361702,15.44689362,0.106382979,0.978723,0.638043,0.0201406,0.00954056,0.0222222,0.00648554,0.00648554,0,0,0,
0.050574468,0.786468085,90,42.87348936,11.44389362,25.46168085,0.978723404,0.978723,0.638043,0.0201406,0.00954056,0.0222222,0.00112083,0.00112083,0,0,0,
0.463658537,-0.0048,90,-11.36212195,1.542317073,5.182487805,0.87804878,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00651845,0.00651845,0,0,0,
0.498263158,0.226157895,90,39.42331579,3.995868421,18.13926316,0.5,0.973684,0.868135,0.0894185,0.043,0.0277778,0.106249,0.106249,0,0,0,
0.092954545,0.843477273,90,44.03213636,10.38215909,16.80086364,0.431818182,0.977273,0.702442,0.0210829,0.0100297,0.0238095,0.00669143,0.00669143,0,0,0,
0.430243902,-0.0062,90,-11.48070732,1.517634146,4.852073171,0.390243902,0.97561,0.780275,0.0531813,0.0277429,0.025641,0.0380909,0.0380909,0,0,0,
0.064319149,1.080085106,90,32.40029787,10.04591489,21.4818,0.106382979,0.978723,0.645,2.24E-08,0,0,,,0,0,0,
0.41402439,-0.0018,90,-6.492926829,1.21302439,3.457317073,0,0.97561,0.7844,0.0319076,0.0114578,0.025641,0.0126205,0.0126205,0,0,0,
0.014871795,1.657307692,89.97435897,32.57353846,5.343205128,10.47658974,1,0.974359,0.813474,0.0664586,0.0318934,0.027027,0.0590799,0.0590799,0,0,0,
0.067425532,0.275276596,89.93617021,29.40246809,6.925680851,15.41397872,0.106382979,0.978723,0.652065,0.0204553,0.00968963,0.0222222,0.00660688,0.00660688,0,0,0,
0.087545455,0.617512821,89.90825,31.09427273,7.128409091,,0.113636364,0.977273,0.725,0.0418415,0.0199051,0.0238095,0.0265386,0.0265386,0,0,0,
0.028487805,-0.0056,89.90243902,29.91360976,20.40043902,11.59982927,1,0.97561,0.766,0.0214357,0.0102482,0.025641,0.00648632,0.00648632,0,0,0,
